,question,retrieved_contexts,reference,reference_contexts
10,¿A qué se dedica la empresa Doña Jimena?,"['Doña Jimena es la marca comercial del grupo Productos J. Jiménez S. A. dedicada a la producción de turrones, bombones y dulces navideños entre otros productos. Posee tres fábricas, la principal en Alcaudete en la provincia de Jaén, otra en Sonseca, en la provincia de Toledo y la última en Noguerones (pedanía de Alcaudete) dedicada a la producción de aceite de oliva. En la actualidad está presente en 60 países, en algunos de ellos a través de filiales propias.', 'Sra. y en santuario de la Fuensanta.', 'El acuerdo, fruto de las negociaciones iniciadas en Japón en 2005 por los responsables de la Consejería de Innovación, Ciencia y Empresa y Santana Motor con los de la compañía nipona, contempló además la cesión a Santana Motor, a partir de septiembre de 2009 de la plataforma sobre la que se fabricó el modelo Jimny para que la firma jiennense comercializara este todoterreno con su marca, al igual que venía haciendo con el Vitara desde 2006.', 'Jaén 87"", donde aparecen los grupos Panteón Nadar (Vicente Martínez Margarito - voz y guitarra, Francisco Fernández Roa - guitarra y voces, Juan Miguel Cruz Lendinez - bajo y voces, Ángel Millán Miralles - teclados y Esteban Berges Torres - batería), Invitados (procedentes de Linares), Vicios Modernos y Mística Sonrisa. De esta grabación salieron a la venta 1000 copias y la portada corre a cargo del famoso pintor jiennense Francisco Molinero Ayala.', 'Los nazarenos portan cirios de cera azul. La bandera corporativa —de azul semejante al hábito— aparece plegada sobre su asta mostrando la composición heráldica que representa a la corporación. Fue realizada en Pilas en 2008, siendo la confección de Bordados Rodríguez y el asta de Orfebrería Méndez.']","La marca comercial Doña Jimena se dedica a la producción de turrones, bombones y dulces navideños, entre otros productos.","Doña Jimena es la marca comercial del grupo Productos J. Jiménez S. A. dedicada a la producción de turrones, bombones y dulces navideños entre otros productos. Posee tres fábricas, la principal en Alcaudete en la provincia de Jaén, otra en Sonseca, en la provincia de Toledo y la última en Noguerones (pedanía de Alcaudete) dedicada a la producción de aceite de oliva. En la actualidad está presente en 60 países, en algunos de ellos a través de filiales propias."
11,¿Qué es el Expoliva?,"['Notas', 'Expoliva: Feria Internacional del Aceite de oliva e Industrias Afines. Savoc: Salón del Vehículo de Ocasión. Bióptima: Feria Nacional e Intersectorial de la Biomasa, otras energías renovables, eficiencia energética y agua. Exponovios: Feria de Hogar, Boda y Celebraciones. Arcoan: Muestra de arte cofrade andaluz.', 'Partiendo de un zócalo quebrado, se elevan complejos estípites corintios que estructuran los ejes del primer cuerpo. Una cornisa muy quebrada supone el arranque de un nuevo cuerpo de estípites que alojan hornacinas. Óculos abocinados recogen los yesos trenzados en formas vegetales y mascarones grotescos.', 'PERP. HUIC. MUNICIPII FRAVASOSON LIGITANORUM. CENAS. PVBLICAS. DECREVIT ET. LOCUM IN QUO STATUAS. SIBI, UXORI LIBERIS Q. PONERET.', 'Contra el Expolio La exposición didáctica para divulgar la oposición al expolio del patrimonio arqueológico. Para ello, contrapone la ejemplar excavación de una tumba de la necrópolis de Castellones de Ceal (Hinojares) con el excepcional Fondo Arqueológico Ricardo Marsal Monzón, que fue donado a la Junta de Andalucía en 2005 y el cual se compone de 108.000 piezas y documentos que, sin embargo, no proceden de excavaciones controladas y documentadas.\u200b']",Expoliva es una feria internacional del aceite de oliva que se celebra cada dos años en la ciudad de Jaén.,"Feria Internacional del Aceite de oliva e Industrias Afines Se trata de una feria de carácter bienal promovida desde 1990 por la Fundación del Olivar, que se en la ciudad de Jaén, en la Comunidad Autónoma de Andalucía, en España. Su carácter internacional la convierte en la referencia mundial de las ferias dedicadas al sector del aceite de oliva. Se celebra desde el año 1983, y desde 1997 tiene lugar en el Recinto Provincial de Ferias y Congresos de Jaén (IFEJA)."
12,¿Cuántos habitantes tiene Santiago de Calatrava?,"['Este artículo trata sobre el municipio jiennense. Para el arquitecto valenciano, véase Santiago Calatrava. Santiago de Calatrava es una localidad y municipio español situado en la parte occidental de la comarca Metropolitana de Jaén, en la provincia de Jaén. Limita con los municipios jienenses de Higuera de Calatrava, Torredonjimeno y Martos; y con los municipios cordobeses de Baena y Valenzuela.', 'J. Ruiz Jiménez, habla de la existencia de un núcleo de población, al parecer iberorromano, al pie de la Sierra Ahillos y distante una media legua del actual Alcaudete, en el cortijo de Arroyo Ahillo, para lo que se basa en el hallazgo de restos que parecen indicar la existencia de un foco de villas agrícolas, con restos de cerámica, un sarcófago plano y una lápida sepulcral epigrafiada, realizada en mármol cárdeno, en la que se nombra el municipio de Fravasosón, que parece denotar el nombre romano de Alcaudete, que seria ""Fravasosón""; la inscripción en concreto es la siguiente: Q. VALERIUS OPTATUS AUGUSTALIS.', 'Del gótico al siglo XXI"". Fundación Santander Central Hispano, Madrid. Homenaje de la Peña Flamenca de Córdoba. 2007: Exposición en la Sala de Exposiciones CajaSur de la avenida Gran Capitán. Vidrieras Capilla de la residencia-vivienda de los Hermanos Maristas en el Colegio Cervantes. Iglesia de Cristo Rey y Nuestra Señora del Valle. Vía crucis Iglesia de Santa María Madre de la Iglesia, en el Barrio de Santa Rosa. Colegio Bética Mudarra, de la Institución Teresiana.', 'Un linaje copado de caballeros y maestres de distintas órdenes como la de Santiago —especialmente—, de Calatrava y de San Juan, que abarca otras regiones de España donde tuvieron casas y mayorazgos.\u200b\u200b Marqueses de La Guardia Historia de los marqueses de La Guardia Gonzalo Messía Carrillo (c. 1525-1571), I marqués de La Guardia.', 'Cabra del Santo Cristo es un municipio español situado en la parte oriental de la comarca de Sierra Mágina, en la provincia de Jaén, comunidad autónoma de Andalucía. Limita con los municipios jienenses de Huelma, Jódar, Úbeda, Quesada y Larva; y con los municipios granadinos de Dehesas de Guadix —por un enclave—, Alamedilla y Guadahortuna. El municipio cabrileño comprende los núcleos de población de Cabra del Santo Cristo —capital municipal—, Estación de Cabra y Estación de Huesa, así como tres diseminados.']","Santiago de Calatrava cuenta con una población de 657 habitantes a fecha de 2023, según el INE.","Este artículo trata sobre el municipio jiennense. Para el arquitecto valenciano, véase Santiago Calatrava. Santiago de Calatrava es una localidad y municipio español situado en la parte occidental de la comarca Metropolitana de Jaén, en la provincia de Jaén. Limita con los municipios jienenses de Higuera de Calatrava, Torredonjimeno y Martos; y con los municipios cordobeses de Baena y Valenzuela. Tiene 655 habitantes (según datos del INE de 2022), sobre un término municipal de 47,66 km². Geografía humana Demografía Cuenta con una población de 657 habitantes (INE 2024). Organización político-administrativa Elecciones municipales Alcaldía Economía Se trata de un municipio fundamentalmente agrícola cuya economía se basa en el olivo. Cultura Monumentos Iglesia parroquial de Nuestra Señora de la Estrella, templo barroco. Antigua Cámara Agraria (Hoy hogar del jubilado). Casa Consistorial."
13,¿Qué animales se pueden encontrar en Despeñaperros?,"['Entre los canes figuran los escudos de armas del Condestable y su esposa. A ambos lados del alfarje, aparecen cinco jácenas decoradas con labor vegetal y apoyadas en canes con forma antropomorfa que forman cuatro espacios, en cada uno de ellos hay dieciocho jaldetas, que dividen a su vez los espacios en diecisiete calles con labor de menado, con alfardones dobles en el centro y chillas con forma de capulillas de cuatro hojas y estrellas de ocho puntas que alternan a ambos lados.', 'La gineta que es un animal que se encuentra en todo el término municipal con un claro aumento en los últimos años. El hurón que habita en zonas boscosas y de escasa vegetación, e incluso en campos y cerca de viviendas humanas, dándose el caso que algunos de los que moran pueden ser descendientes de hurones previamente domesticados para la caza y que luego han pasado a ser totalmente salvajes.', 'Se trata de animales de proporciones armónicas ligeramente alargadas, de perfil subconvexo o convexo y de tamaño medio, con un peso que oscila entre los 65 y los 70 kg. en los carneros y entre los 40 y 50 kg. en las ovejas. Ambos sexos suelen carecer de cuernos, aunque hay tanto machos como hembras con cuernos pero la selección tiende a su eliminación. Son animales de gran rusticidad que pueden entrar en gestación en cualquier época del año.', 'Los animales están picoteando las uvas. Las aves tienen una pata de color naranja y otra de color marrón, para mostrar una mayor claridad. En las lunetas de los lados menores, hay Erotes cazadores que han atrapado a una liebre que cogen de las patas traseras, agarrando con la mano izquierda un lagobolon.', 'Entre los accidentales destaca la presencia del listón, chorreado, jirón, salpicado, burraco, gargantillo, ojo de perdiz, bociblanco y albardado, entre otros. Toros célebres Hermanos Collado Ruiz Los hermanos Collado Ruiz iniciaron su experiencia como ganaderos de lidia en el año 1986.']","En Despeñaperros se pueden encontrar principalmente ciervos y jabalíes, aunque también pueden encontrarse con menor probabilidad linces, lobos y zorros. En cuanto a aves, destacan el águila imperial y el buitre leonado.","El Parque natural de Despeñaperros es un espacio natural protegido situado en el municipio de Santa Elena, al norte de Andalucía y excavado por el río Despeñaperros. Fue declarado Parque natural por la Junta de Andalucía por sus valores geológicos, paisajísticos, así como por su flora y fauna destacables, y cuenta con una extensión de 7649 ha. Por otra parte, en el parque natural existen treinta endemismos únicos en el mundo y otras especies únicas en la península ibérica. Fauna Hay una importante presencia de ciervo y jabalí, sobre los que se mantienen autorizadas monterías de caza, pero es más destacable la existencia de algunos pocos ejemplares de lince ibérico y de lobo ibérico, así como pequeños carnívoros como el zorro, el meloncillo y el gato montés. Entre las aves que habitan Despeñaperros destaca el águila imperial y el buitre leonado."
14,¿Cuál es la longitud del río Cambil?,"['El río Cambil es un río del sur de la península ibérica perteneciente a la cuenca hidrográfica del Guadalquivir, que discurre íntegramente por la provincia de Jaén (España). Curso El río nace en pleno centro de la localidad de Cambil, de la confluencia del río Oviedo y el río Villanueva. Realiza un recorrido de unos 9 km, primero en dirección norte-sur y después en sentido este-oeste hasta su desembocadura en el río Guadalbullón, a su vez afluente del río Guadalquivir. Tiene por afluente al río Arbuniel.', '2008 Acondicionamiento del tramo Cambil - Huelma desde el kilómetro 8 hasta el kilómetro 10. En este tramo había una carretera muy estrecha en el que muy difícilmente cabían dos coches, y la situación empeoraba cada vez que se cruzaban dos autobuses, pues por esta carretera pasan muchos de ellos a Huelma, Guadahortuna, etc. Por ello se ha ampliado la anchura de la carretera. Acondicionamiento de todo el tramo de la carretera dentro de Cambil (P.K.', 'Hasta reunirse con el r. procedente de Cambil (V). Da impulso por distintas acequias, sin necesidad de presas á cinco molinos harineros que reúnen 14 piedras, y otros 5 de aceite; y riega un pago de olivar de 9500 pies, donde también hay algunas viñas, otros pedazos de tierra sin plantío de 440 fan. Y varias huertas. El agua es de muy mala calidad, algo templada, en términos que no pueden usarla para beber los hab.', 'El río Cuadros o Bedmar, situado en el paraje de Cuadros a 4 km del pueblo, es un típico río de montaña con bosque de galería de adelfas, es uno de los mayores adelfales de Europa y en estos momentos se encuentra con un expediente abierto para declararlo patrimonio natural. En el Sendero de los Adelfares se encuentra ubicado el Santuario de la Virgen de Cuadros, el Torreón, el molino de batán, las cuevas y el nacimiento del Sistillo.', 'Tiene por afluente al río Arbuniel. Historia Con la construcción en 1906 del salto sobre el río Cambil llamado Piedra Romera llegó por primera vez la energía eléctrica a Cambil.\u200b']",El río Cambil tiene una extensión de 9 kilómetros.,"El río Cambil es un río del sur de la península ibérica perteneciente a la cuenca hidrográfica del Guadalquivir, que discurre íntegramente por la provincia de Jaén (España). Curso El río nace en pleno centro de la localidad de Cambil, de la confluencia del río Oviedo y el río Villanueva. Realiza un recorrido de unos 9 km, primero en dirección norte-sur y después en sentido este-oeste hasta su desembocadura en el río Guadalbullón, a su vez afluente del río Guadalquivir. Tiene por afluente al río Arbuniel."
15,Cuéntame la historia del tesoro de Torredonjimeno,"['Según datos oficiales, el escudo de Torredonjimeno se caracteriza por:\u200b Bandera La bandera de Torredonjimento tiene la siguiente descripción: Himno En el año 2006 fue aprobado el Himno Oficial de la localidad mediante Concurso de Composición a nivel Nacional y cuya música y letra pertenece a Don Miguel Rueda Carpio, profesor superior de música especializado en interpretación, composición y dirección musical, que fue galardonado con el primer y único premio del concurso de ideas para su creación, a la edad de 22 años.\u200b La letra del himno es la siguiente:\u200b Administración y política Administración municipal La administración municipal es llevada a cabo por el ayuntamiento de Torredonjimeno, institución que gobierna el municipio y cuyos miembros son elegidos cada cuatro años por sufragio universal desde las primeras elecciones municipales tras la reinstauración de la democracia en España, en 1979.', 'Colección documental, ISSN 2171-5858 Tarifa monumental.', 'En un trampantojo de un carmen del Albaicín queda el testimonio del enigmático amor entre Ángel Ganivet y Casta Cabezas. La restauración del trampantojo no solo irá desvelando los detalles sino que un siglo después, actuará como un juego de espejos para dejar traslucir los sentimientos —amor, pasión, amistad— de los protagonistas que parecen condenados a revivir la misma pasión inútil representada en la pintura. Cuaderno de viaje, Finalista Premio Planeta (Planeta, 2000).', 'El tesoro de Torredonjimeno es un conjunto de orfebrería visigoda compuesto por varias coronas votivas que los reyes visigodos ofrecieron a la Iglesia. Es muy parecido al Tesoro de Guarrazar aunque algo más tosco, posiblemente las coronas estuvieran dedicadas a las santas Justa y Rufina.', 'Ahora, además del señorío de Torrebermeja y Torremocha, se vinculan a la Casa de La Guardia los bienes del antiguo mayorazgo, el que perdió Lope Díaz de Baeza: Diego de Haro y Rodrigo en la literatura En Nobleza de Andaluzia de Argote de Molina, se cita en una fecha tan cercana a la de los hechos del romance fronterizo «Romance del Obispo don Gonzalo» como 8 de septiembre de 1414, un pleito del señor de La Guardia, Ruy González Messía, con los vecinos de Jaén en el que se menciona la necesidad de «echar a los Moros de La Guardia».']","El tesoro de Torredonjimeno es un conjunto de orfebrería visigoda compuesto por varias coronas votivas que los reyes visigodos ofrecieron a la Iglesia. Fue encontrado en 1926 en Torredonjimeno, provincia de Jaén, cerca de la actual Ermita de la Virgen de Consolación por un campesino que se encontraba trabajando en el campo. Pensando que las piezas carecían de valor, se las dio a los hijos que se entretenían desmontando las joyas y mezclándolas con barro. Tiempo después apareció un trapero que compró las piezas. Ahí se le pierde el rastro, hasta que vuelve a aparecer en los años 40. Actualmente está repartido entre los Museos Arqueológicos de Madrid, Barcelona y Córdoba, aunque en el castillo de Torredonjimeno se exponen sus réplicas.","El tesoro de Torredonjimeno es un conjunto de orfebrería visigoda compuesto por varias coronas votivas que los reyes visigodos ofrecieron a la Iglesia. Es muy parecido al Tesoro de Guarrazar aunque algo más tosco, posiblemente las coronas estuvieran dedicadas a las santas Justa y Rufina. Fue encontrado en 1926 en Torredonjimeno, provincia de Jaén, cerca de la actual Ermita de la Virgen de Consolación, en una finca de olivar, a 2 km del núcleo urbano del pueblo y a 4 km de Martos, por un campesino que se encontraba trabajando en el campo. Pensando que las piezas carecían de valor, se las dio a los hijos que se entretenían desmontando las joyas y mezclándolas con barro. Tiempo después apareció un trapero que compró las piezas. Ahí se le pierde el rastro, hasta que vuelve a aparecer en los años 40, fragmentado. El Tesoro se encuentra actualmente repartido entre los Museos Arqueológicos de Madrid, Barcelona y Córdoba.​ Corona La corona votiva que se conserva en la sede de Barcelona del MAC iría suspendida sobre el altar de una iglesia como ofrenda de los poderosos de la época a Dios y a los santos, con el fin de obtener su protección."
16,¿Por qué se libró la batalla de Bailén?,"['En 2008 se celebra el Bicentenario de la batalla de Bailén, siendo un año repleto de actividades, y en el que destacó la reconstrucción histórica de la batalla con la participación de casi 800 personas de toda Europa. Por los motivos históricos de 1808 que le unen con la ciudad de Móstoles, el mismo año se hermanó con ella. Demografía Cuenta con una población de 17 264 habitantes (INE 2024).', 'El escudo Armas En campo de azur castillo de oro mazonado de sable y aclarado de azur, acompañado de dos llaves afrontadas de oro con las guardas hacia abajo. Timbre Al timbre corona real cerrada. Escudo y bandera antiguos Imagen de la bandera antigua de La Guardia de Jaén que incorporaba el escudo en el centro.', 'Al dirigirse con esa intención a Bailén el 18 de julio, se encontró con las tropas de Castaños que en esos momentos salían de la ciudad, y allí mismo se entabló la batalla. La batalla La batalla, de acuerdo con el Plan de Porcuna establecido por el general Castaños, debía tener lugar en Andújar. Sin embargo, las tropas de Dupont se pusieron en marcha antes de ello en dirección a Bailén para unirse al contingente francés de Vedel, que había cruzado Despeñaperros.', 'La leyenda cuenta que, en plena batalla de Bailén, asistió a la soldadesca, junto al resto de mujeres de la localidad, como aguadora. La temperatura en esa jornada rondaba los 45 °C. En pleno ataque, ascendió cargada con una botija de agua hasta el puesto de mando, se la ofreció al general Reding, y en el momento en que elevaba la vasija, una bala rompió el cantarillo.', 'El Monumento a las Batallas es un monumento conmemorativo de las grandes batallas acaecidas en la provincia de Jaén, la Batalla de las Navas de Tolosa y la Batalla de Bailén. Se encuentra en la capital provincial, en el centro de la Plaza de las Batallas, en el Paseo de la Estación, frente al Parque de la Concordia y a la Subdelegación del Gobierno.']","La batalla de Bailén se libró durante la Guerra de la Independencia Española para detener el avance del ejército napoleónico hacia el sur de España y proteger Andalucía, donde se organizaban tropas españolas para resistir la ocupación francesa.","La batalla de Bailén se libró durante la Guerra de la Independencia Española y supuso la primera derrota en campo abierto de la historia del ejército napoleónico. Tuvo lugar el 19 de julio de 1808 junto a la ciudad jienense de Bailén. Enfrentó a un ejército francés de unos 21 000 soldados al mando del general Dupont con otro español más numeroso (unos 27 000) a las órdenes del general Teodoro Reding, aunque el general en jefe del llamado Ejército de Andalucía era el general Castaños."
17,¿Qué representa el Mosaico de los Amores?,"['En un trampantojo de un carmen del Albaicín queda el testimonio del enigmático amor entre Ángel Ganivet y Casta Cabezas. La restauración del trampantojo no solo irá desvelando los detalles sino que un siglo después, actuará como un juego de espejos para dejar traslucir los sentimientos —amor, pasión, amistad— de los protagonistas que parecen condenados a revivir la misma pasión inútil representada en la pintura. Cuaderno de viaje, Finalista Premio Planeta (Planeta, 2000).', 'Sin embargo, se destruyó en el siglo II, tras su muerte. Se trata de un mosaico muy colorido que presenta motivos geométricos, con teselas que forman cuatro octógonos grandes que conforman otros más pequeños en el centro.', 'Los situados en los lados más largos del mosaico ofrecen racimos de uvas, unos a perdices y otros a faisanes. Los amorcillos con sus cuerpos regordetes se mueven con la intención de atrapar a los animales, para ello han dejado sus atributos en el suelo, el arco y el carcaj con las flechas que disparan para incitar el amor y las pasiones. Están desnudos y sin alas, todos excepto el más cercano a la estación de Invierno proyectan sombras hacia adelante, el otro hacia atrás.', 'Pero será la temática amorosa entre parejas, cortejo, coqueteo, frustración, trabas familiares, etc., la que compondrá un precioso cancionero siempre lleno de picardía. Sin duda la jota serrana, es la que marca el núcleo preferido de las danzas populares, malagueña serrana, pasodobles, mazurcas, fandangos robaos, seguidillas, toreras, fandanguillos, minué y polcas completan la gama.', 'El vano circular está ocupado por una rejería de piedra calada. Así pues, tanto los elementos arquitectónicos que configuran la portada del Perdón, así como su tratamiento decorativo, de claro abolengo gótico, permiten catalogarla como ejemplo de transición artística y sobre todo de mescolanza de diversos estilos, que expresan mejor que nada ese sentido de cambio que hay en los gustos, en las mentalidades, incluso en los oficios y maneras de trabajar de los canteros de este momento.']","El Mosaico de los Amores representa que el exceso de pasión tiene sus consecuencias trágicas. A través de historias mitológicas como el Juicio de Paris y el mito de Selene y Endimión, se muestra cómo el amor y el deseo pueden llevar a resultados destructivos y finales trágicos. Los animales y Erotes en el mosaico refuerzan esta idea, simbolizando el engaño y la seducción.","A partir del año 2011, con la creación del Conjunto Arqueológico de Cástulo,​ y a través del proyecto de investigación Forum MMX,​ se han retomado las excavaciones arqueológicas que han sacado a la luz restos de edificaciones públicas, concretamente un posible templo de época imperial del siglo II​ que cuenta con muros estucados con motivos geométricos​ y un pavimento de mosaico en un gran estado de conservación.​ Hallazgos Mosaico de los Amores El mosaico es una alfombra de más de 750.000 teselas enlazadas en el suelo de un edificio, que data alrededor del siglo II o I a. C.​ Se trata de una composición geométrica en blanco, negro y ocre, marcando los emblemas por sus cuatro lados."
18,¿Dónde puede crecer la Viola cazorlensis?,"['Coro Vandalia. Director: Enrico Onofri. María Espada, soprano. Marta Infante, mezzosoprano. Jesús García Aréjula, barítono. Incluye las siguientes piezas: Salmo a 18 voces en 7 coros: Miserere mei, Deus (1726) Tonada con violines a la Purísima Concepción: Lavanderita soy (1719) Villancico de calenda a 10 voces en tres coros con violines a la Purísima Concepción: A dónde, niña hermosa (1734) Cantata con violines al Santísimo: Del risco se despeña la fuentecilla hermosa.', 'Notas', 'Para este proyecto, Bellver escribió un texto inspirado en la relación íntima que mantuvieron Virginia Woolf y la también escritora Vita Sackville-West.\u200b Este relato se convirtió un año más tarde en la novela A Virginia le gustaba Vita, publicada por la misma editorial.\u200b\u200b En 2017, la editorial Dos Bigotes, publicó su novela V y V. Violación y venganza, en la que Bellver trae al siglo XXI el mito de Progne y Filomela, una historia de violación y venganza que narra Ovidio en Las Metamorfosis.', 'La Violeta de Cazorla o Viola cazorlensis es una especie endémica de la Sierra de Cazorla, Segura y las Villas, de carácter rupícola florece en primavera sobre las rocas calizas de la Sierra. También se han encontrado ejemplares en las vecinas Sierra Mágina y Sierra Del Segura. Taxonomía Viola cazorlensis fue descrita por Michel Gandoger y publicado en Bull. Assoc. Franç. Bot. 5: 226, en el año 1902.\u200b\u200b', 'En su interior tenía una cueva con bóveda de cañón para refugio en momentos de peligro. La portada era adintelada, provista de zapatas con ménsulas roleadas en el intradós y tres espejos labrados con cueros apergaminados en el trasdós, uno de ellos con rostros barbados de perfil. Ermita, La tradición oral cuenta que la Virgen se apareció a un pastor del pueblo, al pie de una encina situada en el lugar. A esa Virgen la bautizarían como Virgen del Campo.']","La Viola cazorlensis es una especie endémica que crece en la Sierra de Cazorla, Segura y las Villas.","La Violeta de Cazorla o Viola cazorlensis es una especie endémica de la Sierra de Cazorla, Segura y las Villas, de carácter rupícola florece en primavera sobre las rocas calizas de la Sierra. También se han encontrado ejemplares en las vecinas Sierra Mágina y Sierra Del Segura. Taxonomía Viola cazorlensis fue descrita por Michel Gandoger y publicado en Bull. Assoc. Franç. Bot. 5: 226, en el año 1902."
19,¿Cuánto pesa una serrana?,"['L. CAECILIVS C SER. SEVERVS. TI ANNOR. XXX PlVS. IN. S. HIC. S.E.S.T.T. L.I.N.F.P. XX IN. A. La traducción es la siguiente: “Consagrado a los dioses Manes, Lucio Cecilio Severo, hijo de Cayo, de la tribu Sergia, de 30 y (...) de edad, piadoso para con los suyos, está aquí sepultado. Te sea la tierra leve. Enfrente de este lugar hay 20 pies, dentro del campo”. Hace pocos años apareció en la excavación del actual campo de fútbol un sarcófago de plomo, de paredes y tapa lisas, con una longitud de 18 dm .', 'Notas', 'La taranta es un palo del flamenco.\u200b Se trata de un tipo de cante originario de la provincia de Jaén (Andalucía, España), a partir de una copla de cuatro o cinco versos octosílabos; al cantarla, se repite uno de ellos. La taranta pertenece a los llamados cantes minero-levantinos, y es la raíz de la que parten todos los cantes mineros.', 'Fundación Conchita Rábago.', 'Colección documental, ISSN 2171-5858 Tarifa monumental.']","Una pajuna o serrana puede pesar alrededor de 600 kilos en el caso de los machos, y 375 kilos en el caso de las hembras.","La pajuna o serrana es una raza vacuna española autóctona de Andalucía. Se distribuye por las provincias de Granada y Jaén. Con un peso de entre 375 kilos en hembras y 600 kilos en machos,​ esta raza posee un pelaje castaño con zonas oscurecidas; su cabeza es desproporcionadamente grande y su cara larga y recta. Utilizada para la tracción y la producción de carne."
20,¿Cuál es la altura de Jabalcuz?,"['El cerro se encuentra en la última rama del macizo de Jabalcuz, que forma parte de la Sierra de La Grana. La cima tiene una altura de 700 metros sobre el nivel del mar, cuya superficie abarca unos 70 metros de longitud, con una inclinación de este a oeste. Las zonas del Norte y el Este descienden con desigual brusquedad hasta los 400 metros, las zonas Oeste y Sur tienen una elevación mayor con respecto al entorno de 10 metros y en las cuales además se encuentra la muralla.', 'El palacio de Jabalquinto es un edificio de arquitectura civil situado intramuros en la ciudad española de Baeza, en la provincia de Jaén. Se trata de uno de los símbolos patrimoniales más destacados de la localidad y del Señorío y posterior Marquesado de Jabalquinto. Actualmente acoge la Sede Antonio Machado de la Universidad Internacional de Andalucía.', 'Se sitúa entre los términos municipales de Los Villares, Jamilena, Torredelcampo y Jaén, y su altitud es de 1614 m s. n. m. Jabalcuz suele ser considerada erróneamente de manera popular como un volcán,\u200b siendo en realidad una elevación caliza de origen sedimentario donde existen manantiales termales de origen kárstico, cuyas aguas se calientan debido al gradiente geotérmico.\u200b La existencia de estos manantiales termales determinó la construcción del antiguo balneario y jardines de Jabalcuz.', 'La Torre de Cuadros se levanta en un farallón rocoso situado en el piedemonte nororiental del Cerro Carluco (1441 metros), a la salida del río Bedmar, en el término municipal de Bedmar y Garcíez, provincia de Jaén.\u200b Descripción Esta torre-atalaya es de planta cilíndrica, de 6,37 metros de diámetro y 12 metros de altura. Los muros miden 1,6 metros de grosor y están perforados por 3 saeteras. La torre está desmochada y ha perdido el parapeto de su terraza. El interior estaba dividido en 3 plantas.', '- JA-3206 a Cárchel. - Las localidades de Arbuniel y Carchelejo ( N-323 ). Antiguo trazado de la N-324 hacia el paraje de El Mercadillo. Puente sobre el Río Villanueva Cambil Pista forestal hacia Pegalajar JA-3204 hacia Arbuniel. Cambil Pista forestal hacia la pedanía cambileña de Mata-Bejid. Pista forestal hacia el parque natural de Sierra Mágina, el castillo de Mata-Bejid y Torres. Pista forestal ""Camino de la Tosquilla"" hacia el Pico Mágina y la pedanía huelmeña de Cabrita.']",El monte de Jabalcuz tiene una altitud de 1614 metros sobre el nivel del mar.,"Se sitúa entre los términos municipales de Los Villares, Jamilena, Torredelcampo y Jaén, y su altitud es de 1614 m s. n. m. Jabalcuz suele ser considerada erróneamente de manera popular como un volcán,​ siendo en realidad una elevación caliza de origen sedimentario donde existen manantiales termales de origen kárstico, cuyas aguas se calientan debido al gradiente geotérmico.​ La existencia de estos manantiales termales determinó la construcción del antiguo balneario y jardines de Jabalcuz."
21,¿Cómo está organizado el Pleno de Jaén?,"['La partitura original está depositada en el Palacio Municipal de Jaén. Cerca del palacio municipal de Jaén. Fuentes Ayuntamiento de Jaén: Historia del Himno a Jaén Ayuntamiento de Jaén: Partitura y letra del Himno a Jaén', 'Desde el año 1985,\u200bDiario Jaén entrega sus galardones anualmente para reconocer la labor de diferentes organizaciones y personalidades que contribuyen a la labor de difusión y engrandecimiento de la tierra jaenera.\u200bPor ello, la fiesta de los Jiennenses del Año es una de las más multitudinarias de aquellas que se celebran a lo largo del año en la Provincia de Jaén.', 'Con objeto de ganarse el favor de los votantes, compuso esta pieza laudatoria: Jaén, bella población. Fue por Asdrúbal fundada, nació en ella un Escipión, su gente es buena y honrada y de mucha educación. Y eso de que ""roncan""... ¡¡Nada!! Es una exageración. Pero a pesar de su empeño no fue apoyado como hubiera deseado, y dedicó la siguiente pieza satírica a Jaén y a sus gentes: Jaén,infame lugar. Sus habitantes villanos, los ricos tontos y vanos, y el mujerío pelgar. Sólo el templo es singular.', 'El Escudo de la ciudad de Jaén está compuesto por los mismos elementos que forman el escudo provincial careciendo de escusón, esto es campo cuartelado, el primer y el cuarto cuartel de oro y el segundo y el tercero de gules. Bordura de catorce compones: siete de gules, con un castillo de oro almenado de tres almenas, mazonado de sable y aclarado de gules, alternados con siete de argén, con un león rampante de púrpura, linguado de gules, uñado y coronado de oro.', 'El Grupo de Amigos del Balonmano Jaén (G.A.B. Jaén), fundado en 1992, es el máximo exponente del balonmano en la ciudad de Jaén. Heredero del antiguo B.M. Jaén que llegó a jugar en división de honor en los años 80, conocido como A.D.A. Jaén por cuestiones de patrocinio, el club tiene una cantera tanto masculina como femenina que va desde juveniles hasta alevines y benjamines.']","Después de las elecciones municipales de 2023, el Pleno de Jaén está compuesto por 27 concejales de los que 11 son de PSOE, otros 11 de PP, 3 de Jaén Merece Más y 2 de Vox.","Órganos de gobierno Pleno El Pleno de Jaén está compuesto por 27 concejales elegidos democráticamente cada cuatro años. Después de las elecciones municipales de 2023, forman parte de ella 11 concejales del Partido Socialista Obrero Español, 11 del Partido Popular, 3 de Jaén Merece Más y 2 de Vox. Junta de Gobierno La Junta de Gobierno de Jaén se encarga de administrar los impuestos municipales, para costear los servicios públicos y la construcción de infraestructuras. Está presidida por el alcalde."
