,question,retrieved_contexts,reference,reference_contexts
10,¿A qué se dedica la empresa Doña Jimena?,"['Doña Jimena es la marca comercial del grupo Productos J. Jiménez S. A. dedicada a la producción de turrones, bombones y dulces navideños entre otros productos. Posee tres fábricas, la principal en Alcaudete en la provincia de Jaén, otra en Sonseca, en la provincia de Toledo y la última en Noguerones (pedanía de Alcaudete) dedicada a la producción de aceite de oliva. En la actualidad está presente en 60 países, en algunos de ellos a través de filiales propias.', 'Jaén Busto de Dolorosa propiedad de Antonio Bernal Dolorosa propiedad de asociación juvenil ""Manolo Puertollano"". Jaén Jesús de la Salud Despojado de sus Vetiduras. Tamaño académico. Propiedad Particular. Jaén Dolorosa del Rosario.Propiedad de particular. Jaén Retrato escultórico propiedad particular.', 'En la actualidad está presente en 60 países, en algunos de ellos a través de filiales propias. Historia En 1961 Jerónimo Jiménez funda en Alcaudete (provincia de Jaén) la empresa Productos J. Jiménez con la intención de producir dulces navideños. Registró la marca Doña Jimena en honor a la historia y tradición española en el nombre de la esposa del Cid Campeador, Jimena Díaz (Doña Jimena).', 'Dicha filial esta participada por el grupo jiennense en un 66%, siendo el 34% restante, propiedad del gigante francés. Carrefour Market : Bajo esta firma, Grupo Luis Piña posee un supermercado en régimen de franquicia en la localidad jiennense de Martos.\u200b EkoMax : Red de supermercados franquicia propiedad del grupo. Esta marca explota supermercados de mediana superficie. EuroCash : Este es el nombre de los Cash and carry del grupo.', 'Director general: Rafael Hernández Pérez Consejero delegado: Juan Andrés López Mena Consejero: Francisco Lopera Hernández Consejero: Juan Bautista Varela Díaz Accionistas Accionista mayoritario: Fomento y Promoción del Real Jaén S.L.']","La marca comercial Doña Jimena se dedica a la producción de turrones, bombones y dulces navideños, entre otros productos.","Doña Jimena es la marca comercial del grupo Productos J. Jiménez S. A. dedicada a la producción de turrones, bombones y dulces navideños entre otros productos. Posee tres fábricas, la principal en Alcaudete en la provincia de Jaén, otra en Sonseca, en la provincia de Toledo y la última en Noguerones (pedanía de Alcaudete) dedicada a la producción de aceite de oliva. En la actualidad está presente en 60 países, en algunos de ellos a través de filiales propias."
11,¿Qué es el Expoliva?,"['Notas', 'Notas', 'Notas', 'Piros.', 'Remembranza Two Pieces: I. Estudio II.']",Expoliva es una feria internacional del aceite de oliva que se celebra cada dos años en la ciudad de Jaén.,"Feria Internacional del Aceite de oliva e Industrias Afines Se trata de una feria de carácter bienal promovida desde 1990 por la Fundación del Olivar, que se en la ciudad de Jaén, en la Comunidad Autónoma de Andalucía, en España. Su carácter internacional la convierte en la referencia mundial de las ferias dedicadas al sector del aceite de oliva. Se celebra desde el año 1983, y desde 1997 tiene lugar en el Recinto Provincial de Ferias y Congresos de Jaén (IFEJA)."
12,¿Cuántos habitantes tiene Santiago de Calatrava?,"['El municipio santiagueño comprende el núcleo de población de Santiago de Calatrava —capital municipal— y diversos diseminados. Historia En Santiago de Calatrava se han hallado vestigios arqueológicos de la época romana y árabe, lo que certifica la presencia en su territorio de población romana y árabe, de ahí su ancestral historia y cultura.', 'Este artículo trata sobre el municipio jiennense. Para el arquitecto valenciano, véase Santiago Calatrava. Santiago de Calatrava es una localidad y municipio español situado en la parte occidental de la comarca Metropolitana de Jaén, en la provincia de Jaén. Limita con los municipios jienenses de Higuera de Calatrava, Torredonjimeno y Martos; y con los municipios cordobeses de Baena y Valenzuela.', 'Un linaje copado de caballeros y maestres de distintas órdenes como la de Santiago —especialmente—, de Calatrava y de San Juan, que abarca otras regiones de España donde tuvieron casas y mayorazgos.\u200b\u200b Marqueses de La Guardia Historia de los marqueses de La Guardia Gonzalo Messía Carrillo (c. 1525-1571), I marqués de La Guardia.', 'Administración y política Elecciones municipales Alcaldía Educación I.E.S. Vera Cruz. C.E.I.P. Ramón Mendoza. Sección de educación permanente «Virgen de la Cabeza» de Begíjar. Patrimonio Iglesia parroquial de Santiago Apóstol Construida entre los siglos XIII y XVIII, de la que destaca su portada plateresca de finales del XVI, con abundante decoración de grutescos, medallones de San Pedro y San Pablo, escudos episcopales y rematada por un relieve de Santiago Matamoros.', 'Santiago-Pontones es un municipio español situado en la parte suroriental de la comarca de Sierra de Segura, en la provincia de Jaén. Limita con los municipios jienenses de Segura de la Sierra, Benatae, Hornos, Villanueva del Arzobispo, Iznatoraf, Villacarrillo, Santo Tomé, La Iruela y Cazorla; con los granadinos de Castril y Huéscar; y con los albaceteños de Nerpio y Yeste. En su término nace el río Segura y también discurren el Borosa, Madera, Aguamulas y Zumeta.']","Santiago de Calatrava cuenta con una población de 657 habitantes a fecha de 2023, según el INE.","Este artículo trata sobre el municipio jiennense. Para el arquitecto valenciano, véase Santiago Calatrava. Santiago de Calatrava es una localidad y municipio español situado en la parte occidental de la comarca Metropolitana de Jaén, en la provincia de Jaén. Limita con los municipios jienenses de Higuera de Calatrava, Torredonjimeno y Martos; y con los municipios cordobeses de Baena y Valenzuela. Tiene 655 habitantes (según datos del INE de 2022), sobre un término municipal de 47,66 km². Geografía humana Demografía Cuenta con una población de 657 habitantes (INE 2024). Organización político-administrativa Elecciones municipales Alcaldía Economía Se trata de un municipio fundamentalmente agrícola cuya economía se basa en el olivo. Cultura Monumentos Iglesia parroquial de Nuestra Señora de la Estrella, templo barroco. Antigua Cámara Agraria (Hoy hogar del jubilado). Casa Consistorial."
13,¿Qué animales se pueden encontrar en Despeñaperros?,"['El zorro que se encuentra por todo el término municipal de Begíjar, estando su número en progresión, aunque los descastes por cazadores no dejan de aumentar, por ser este animal un gran depredador de las piezas más comunes de los cazadores (conejo, perdiz, etc.). La comadreja y la garduña viven por todo el término de Begíjar, en monte bajo y en los olivares, aunque dada su gran astucia y precaución no se las suele ver frecuentemente. La liebre que se encuentra por todo el término de Begíjar.', 'Aves no acuáticas como el pájaro moscón, la cigüeña, el chorlitejo chico, carbonero común, curruca capirotada, curruca cabecinegra, mirlo común, pinzón vulgar, cernícalo común, ratonero común, águila calzada y aguilucho lagunero. También podremos encontrar mamíferos como jinetas, tejones, ciervos, jabalíes y conejos. En cuanto a anfibios, destacan el gallipato, la ranita meridional, la ranita de San Antón, la rana común y el sapo común.', 'Los animales están picoteando las uvas. Las aves tienen una pata de color naranja y otra de color marrón, para mostrar una mayor claridad. En las lunetas de los lados menores, hay Erotes cazadores que han atrapado a una liebre que cogen de las patas traseras, agarrando con la mano izquierda un lagobolon.', 'En las zonas húmedas se encuentran cuatro especies de sapos (partero bético, pintojo meridional, común y corredor), rana común y dos espacies de tritones (gallipato y pigmeo que es exclusivo de la península ibérica). En los espartales se cobijan liebres y conejos así como aves como la cogujada, terrera, aguilucho cenizo y ganga ortega, en peligro de extinción en la provincia de Jaén.', 'El frescor de las zonas boscosas dominadas por quejigos es propicio para la culebrilla ciega. [nota 3]\u200b En la zona del parque natural son frecuentes el jabalí, el gamo, el ciervo, el zorro y otros animales salvajes como la ardilla, la liebre y el conejo. El águila real y el buitre leonado son especies que también se encuentran presentes en sus bosques, y hasta mediados de la década de 1950 existían algunos ejemplares de lobos.']","En Despeñaperros se pueden encontrar principalmente ciervos y jabalíes, aunque también pueden encontrarse con menor probabilidad linces, lobos y zorros. En cuanto a aves, destacan el águila imperial y el buitre leonado.","El Parque natural de Despeñaperros es un espacio natural protegido situado en el municipio de Santa Elena, al norte de Andalucía y excavado por el río Despeñaperros. Fue declarado Parque natural por la Junta de Andalucía por sus valores geológicos, paisajísticos, así como por su flora y fauna destacables, y cuenta con una extensión de 7649 ha. Por otra parte, en el parque natural existen treinta endemismos únicos en el mundo y otras especies únicas en la península ibérica. Fauna Hay una importante presencia de ciervo y jabalí, sobre los que se mantienen autorizadas monterías de caza, pero es más destacable la existencia de algunos pocos ejemplares de lince ibérico y de lobo ibérico, así como pequeños carnívoros como el zorro, el meloncillo y el gato montés. Entre las aves que habitan Despeñaperros destaca el águila imperial y el buitre leonado."
14,¿Cuál es la longitud del río Cambil?,"['El río Cambil es un río del sur de la península ibérica perteneciente a la cuenca hidrográfica del Guadalquivir, que discurre íntegramente por la provincia de Jaén (España). Curso El río nace en pleno centro de la localidad de Cambil, de la confluencia del río Oviedo y el río Villanueva. Realiza un recorrido de unos 9 km, primero en dirección norte-sur y después en sentido este-oeste hasta su desembocadura en el río Guadalbullón, a su vez afluente del río Guadalquivir. Tiene por afluente al río Arbuniel.', 'Prosigue el Víboras entre alturas aproximadas de 500 m s. n. m., recibiendo por la derecha los arroyos del Chaparral y Despeñabueyes. Se introduce en el Vado Judío para llegar después hasta la carretera Cabra-Úbeda. Sigue discurriendo cerca de la carretera durante dos kilómetros, entre Sierra Llorosa y la Cebezuela recibiendo por la izquierda el arroyo del Llano del Arenal, y por la derecha los arroyos del Valle y de Villodres. En este trayecto tiene un puente en el Vado Hondo.', 'Al igual que el Víboras, este sufre el estiaje, pero con menor intensidad, no llegándose a secarse. Su longitud hasta el puente de Baena es de 33 km, encontrándose dentro del término 23,6 km. Fuente Amuña Su caudal es muy irregular, tiene un caudal muy abundante con las lluvias y disminuye considerablemente en tiempos de sequía. De esta fuente toma parte de su agua el municipio para el abastecimiento público de Alcaudete, que antes tenía carácter privado.', 'El río Oviedo es un río situado en el término municipal de Cambil, en la provincia de Jaén (España). Es un afluente del río Cambil, y ha excavado un valle por el que transcurre la A-324. Nace en la pedanía cambileña de Mata-Bejid', 'El Río Villanueva es un río del término municipal de Cambil, provincia de Jaén. Este río se fusiona con el Río Oviedo dando lugar al Río Cambil, y además abastece al pueblo de agua potable. Nace en pleno parque natural de Sierra Mágina y transcurre paralelo al pueblo, en muchos casos dificultando su expansión hacia el oeste.']",El río Cambil tiene una extensión de 9 kilómetros.,"El río Cambil es un río del sur de la península ibérica perteneciente a la cuenca hidrográfica del Guadalquivir, que discurre íntegramente por la provincia de Jaén (España). Curso El río nace en pleno centro de la localidad de Cambil, de la confluencia del río Oviedo y el río Villanueva. Realiza un recorrido de unos 9 km, primero en dirección norte-sur y después en sentido este-oeste hasta su desembocadura en el río Guadalbullón, a su vez afluente del río Guadalquivir. Tiene por afluente al río Arbuniel."
15,Cuéntame la historia del tesoro de Torredonjimeno,"['Gráficas La Paz, Torredonjimeno, 2004. Depósito legal: J-57-2004. TÉLLEZ ANGUITA, Francisco José. Un análisis de religiosidad popular. Las cofradías penitenciales de Torredonjimeno. Editorial Jabalcuz, Torredonjimeno, 2001. ISBN 84-95233-09-6. ERENA CAMACHO, Antonio. ""La autoría de la túnica procesional de Jesús Nazareno"". Revista Calvario, Época II, Número 43. Unión Local de Cofradías, Torredonjimeno, 2024, páginas 23-27.', 'Ahora, además del señorío de Torrebermeja y Torremocha, se vinculan a la Casa de La Guardia los bienes del antiguo mayorazgo, el que perdió Lope Díaz de Baeza: Diego de Haro y Rodrigo en la literatura En Nobleza de Andaluzia de Argote de Molina, se cita en una fecha tan cercana a la de los hechos del romance fronterizo «Romance del Obispo don Gonzalo» como 8 de septiembre de 1414, un pleito del señor de La Guardia, Ruy González Messía, con los vecinos de Jaén en el que se menciona la necesidad de «echar a los Moros de La Guardia».', 'Viernes Santo (Noche) Muy Antigua y Venerable Cofradía de la Santísima Virgen de los Dolores Llegamos a una de las Cofradías más icónicas de la Semana Santa tosiriana, fundada en 1642, es quizás la cofradía más popular y conocida de Torredonjimeno.Obra de Manuel Salvatierra en 1942. De gran arraigo se pudo costear la construcción de capilla propia anexa a la iglesia de Santa María (la conocida nave de los Dolores) con bello y barroco camarín donde se encuentra la imagen.', 'El entorno abunda en yacimientos iberorromanos a pie de monte. Puente de Mazuecos: Conocido como la Puente Nueva, sobre el Guadalquivir, se trata de una magnífica obra de ingeniería de Andrés de Vandelvira. Tras una gran riada sufrió una desacertada recomposición a principios del siglo XX. Santuario de La Yedra: La actual fábrica es del siglo XVI. Su nombre completo es el Santuario mariano de Nuestra Señora del Rosel y del Santo Cristo de la Yedra. Bibliografía ALMANSA MORENO, José Manuel.', 'La imagen de la Señora de la Misericordia, patrona de Torreperogil, es de autor anónimo y fue esculpida en Córdoba en 1939, si bien el rostro actual se debe al granadino Manuel Mesa, quien la restauró en 1960. Patrimonio natural La Cañada Real El Paso se sitúa sobre una vía de paso milenaria, cañada Real de la Mesta. Se ha constinuido un área recreativa con aparcamientos, zonas de sombra, instalaciones para el disfrute de los niños, barbacoas donde preparar comidas, mesas, etc.']","El tesoro de Torredonjimeno es un conjunto de orfebrería visigoda compuesto por varias coronas votivas que los reyes visigodos ofrecieron a la Iglesia. Fue encontrado en 1926 en Torredonjimeno, provincia de Jaén, cerca de la actual Ermita de la Virgen de Consolación por un campesino que se encontraba trabajando en el campo. Pensando que las piezas carecían de valor, se las dio a los hijos que se entretenían desmontando las joyas y mezclándolas con barro. Tiempo después apareció un trapero que compró las piezas. Ahí se le pierde el rastro, hasta que vuelve a aparecer en los años 40. Actualmente está repartido entre los Museos Arqueológicos de Madrid, Barcelona y Córdoba, aunque en el castillo de Torredonjimeno se exponen sus réplicas.","El tesoro de Torredonjimeno es un conjunto de orfebrería visigoda compuesto por varias coronas votivas que los reyes visigodos ofrecieron a la Iglesia. Es muy parecido al Tesoro de Guarrazar aunque algo más tosco, posiblemente las coronas estuvieran dedicadas a las santas Justa y Rufina. Fue encontrado en 1926 en Torredonjimeno, provincia de Jaén, cerca de la actual Ermita de la Virgen de Consolación, en una finca de olivar, a 2 km del núcleo urbano del pueblo y a 4 km de Martos, por un campesino que se encontraba trabajando en el campo. Pensando que las piezas carecían de valor, se las dio a los hijos que se entretenían desmontando las joyas y mezclándolas con barro. Tiempo después apareció un trapero que compró las piezas. Ahí se le pierde el rastro, hasta que vuelve a aparecer en los años 40, fragmentado. El Tesoro se encuentra actualmente repartido entre los Museos Arqueológicos de Madrid, Barcelona y Córdoba.​ Corona La corona votiva que se conserva en la sede de Barcelona del MAC iría suspendida sobre el altar de una iglesia como ofrenda de los poderosos de la época a Dios y a los santos, con el fin de obtener su protección."
16,¿Por qué se libró la batalla de Bailén?,"['La fama universal de Bailén se debe a la batalla de Bailén (19 de julio de 1808) en las que fueron vencidas por primera vez en campo abierto las tropas de Napoleón, capitaneadas por Dupont, a manos del general Castaños y el general Teodoro Reding. La batalla se celebró a las puertas de la ciudad, donde los españoles en despliegue sobre una zona elevada sobre el campo y con sus flancos apostados en cerros, recibieron al contingente de tropas de Dupont, que salieron desde Andújar.', 'La batalla de Baecula fue un enfrentamiento armado librado en el 208 a. C., en el contexto de la segunda guerra púnica, entre el ejército de la República cartaginesa, liderado por Asdrúbal Barca, y las legiones de la República romana, a las órdenes de Publio Cornelio Escipión. Fue la primera gran batalla de Escipión después que tomara el mando del ejército en la península ibérica.', 'La batalla de Bailén se libró durante la Guerra de la Independencia Española y supuso la primera derrota en campo abierto de la historia del ejército napoleónico. Tuvo lugar el 19 de julio de 1808 junto a la ciudad jienense de Bailén. Enfrentó a un ejército francés de unos 21 000 soldados al mando del general Dupont con otro español más numeroso (unos 27 000) a las órdenes del general Teodoro Reding, aunque el general en jefe del llamado Ejército de Andalucía era el general Castaños.', 'Colección Alberga recreaciones de los campamentos, indumentaria y armas de ambos bandos, cristianos y musulmanes. Acerca, del mismo modo, al contexto de la batalla, con una serie de pancartas sobre la historia que acontecía en ese periodo. Mesas táctiles informan sobre el desarrollo de la batalla y la definitiva victoria cristiana, que permitió a dichos ejércitos avanzar hacia el sur (la actual Andalucía) y recuperar nuevos terrenos.', 'Batallas que se conmemoran Su nombre se debe a que conmemora dos batallas transcendentales: Batalla de Las Navas de Tolosa, aunque en realidad tuvo lugar en Santa Elena, los almohades de Marrakech cruzaron el estrecho y se enfrentaron a los cristianos. Batalla de Bailén, el general Castaños venció a los ejércitos franceses dirigidos por el mariscal Dupont. Lo cual dejó en evidencia el mito de la invencibilidad de Napoleón Bonaparte.']","La batalla de Bailén se libró durante la Guerra de la Independencia Española para detener el avance del ejército napoleónico hacia el sur de España y proteger Andalucía, donde se organizaban tropas españolas para resistir la ocupación francesa.","La batalla de Bailén se libró durante la Guerra de la Independencia Española y supuso la primera derrota en campo abierto de la historia del ejército napoleónico. Tuvo lugar el 19 de julio de 1808 junto a la ciudad jienense de Bailén. Enfrentó a un ejército francés de unos 21 000 soldados al mando del general Dupont con otro español más numeroso (unos 27 000) a las órdenes del general Teodoro Reding, aunque el general en jefe del llamado Ejército de Andalucía era el general Castaños."
17,¿Qué representa el Mosaico de los Amores?,"['Óculos abocinados recogen los yesos trenzados en formas vegetales y mascarones grotescos. La cubrición es una impresionante bóveda polilobulada sobre trompas en la que estípites, hornacinas y pedestales de yesos dorados y policromados componen el escenario donde campean cientos de figuras alegóricas, santos, ángeles músicos y putti, junto a elementos del reino natural entre los que pueden verse aves exóticas, frutas y vegetales.', 'En las esquinas se encuentran los cuatro Evangelistas obra de Lourdes Hernández Peña. Los faldones son de color azul prusia bordados por Javier García y Martín Suárez en hilo de plata. En ellos se encuentran oleos de la vida de Jesús niño pintados por Trinidad de la Casa Adán. El paso se ilumina por candelabros cimbreantes en las esquinas y en los laterales que presentan como base un pelícano de orfebrería, símbolo del amor.', 'Resto de Imagenes: San Juan de Fransisco Berlanga, Romanos de Martos, Judas y Sayón son de Navarro Arteaga. Hábito nazareno: Túnica de merino beige con botonadura burdeos y capa de merino beige. Antifaz con baberola color burdeos. Cíngulo de seda burdeos, anudado a cuello y cintura con cinco nudos. Escudo a la altura del codo izquierdo de la capa y un rosario.', 'Sobre las pechinas se ubican los cuatro evangelistas. El altar es de plata repujada y cincelada en 1963. El frontal presenta una inscripción con alusiones a la Virgen, Ave María Gratia Plena, y relieves con símbolos de la letanías: palmera, olivo, espejo, pozo, puerto, fuerte, nave, torre, huerto cercado y cedro. En el frontal del lado del evangelio va repujada una azucena y en el de la epístola una rosa. La lámpara de plata fue donada por el Ayuntamiento.', 'Hornazos Bollo de pan que lleva un huevo cocido en sus entrañas de harina amasada. Son típicos de la noche de Jueves Santo. Bizcochos de la princesa Dulces parecidos a las tradicionales magdalenas pero de mayor tamaño y mucho más jugosos y delicados.']","El Mosaico de los Amores representa que el exceso de pasión tiene sus consecuencias trágicas. A través de historias mitológicas como el Juicio de Paris y el mito de Selene y Endimión, se muestra cómo el amor y el deseo pueden llevar a resultados destructivos y finales trágicos. Los animales y Erotes en el mosaico refuerzan esta idea, simbolizando el engaño y la seducción.","A partir del año 2011, con la creación del Conjunto Arqueológico de Cástulo,​ y a través del proyecto de investigación Forum MMX,​ se han retomado las excavaciones arqueológicas que han sacado a la luz restos de edificaciones públicas, concretamente un posible templo de época imperial del siglo II​ que cuenta con muros estucados con motivos geométricos​ y un pavimento de mosaico en un gran estado de conservación.​ Hallazgos Mosaico de los Amores El mosaico es una alfombra de más de 750.000 teselas enlazadas en el suelo de un edificio, que data alrededor del siglo II o I a. C.​ Se trata de una composición geométrica en blanco, negro y ocre, marcando los emblemas por sus cuatro lados."
18,¿Dónde puede crecer la Viola cazorlensis?,"['Notas', 'Notas', 'Notas', 'ISBN: 9788402421081 2010 – A todos nos matan antes de morir. Editorial Algaida. ISBN 978-8498773651. 2015 – Ábreme con cuidado. Antología con textos de Isabel Franc, Pilar Bellver, Clara Asunción García, Carmen Cuenca, Gloria Bosch Maza, Lola Robles, Carmen Nestares, Carmen Samit y Gloria Fortún. Editorial Dos Bigotes. ISBN 978-8494355981. 2016 – A Virginia le gustaba Vita. Editorial Dos Bigotes. ISBN 978-8494517075. 2017 – V y V. Violación y venganza. Editorial Dos Bigotes. ISBN 978-8494682469.', 'Piros.']","La Viola cazorlensis es una especie endémica que crece en la Sierra de Cazorla, Segura y las Villas.","La Violeta de Cazorla o Viola cazorlensis es una especie endémica de la Sierra de Cazorla, Segura y las Villas, de carácter rupícola florece en primavera sobre las rocas calizas de la Sierra. También se han encontrado ejemplares en las vecinas Sierra Mágina y Sierra Del Segura. Taxonomía Viola cazorlensis fue descrita por Michel Gandoger y publicado en Bull. Assoc. Franç. Bot. 5: 226, en el año 1902."
19,¿Cuánto pesa una serrana?,"['Notas', 'Notas', 'Notas', 'En esta faceta.', 'Piros.']","Una pajuna o serrana puede pesar alrededor de 600 kilos en el caso de los machos, y 375 kilos en el caso de las hembras.","La pajuna o serrana es una raza vacuna española autóctona de Andalucía. Se distribuye por las provincias de Granada y Jaén. Con un peso de entre 375 kilos en hembras y 600 kilos en machos,​ esta raza posee un pelaje castaño con zonas oscurecidas; su cabeza es desproporcionadamente grande y su cara larga y recta. Utilizada para la tracción y la producción de carne."
20,¿Cuál es la altura de Jabalcuz?,"['El cerro se encuentra en la última rama del macizo de Jabalcuz, que forma parte de la Sierra de La Grana. La cima tiene una altura de 700 metros sobre el nivel del mar, cuya superficie abarca unos 70 metros de longitud, con una inclinación de este a oeste. Las zonas del Norte y el Este descienden con desigual brusquedad hasta los 400 metros, las zonas Oeste y Sur tienen una elevación mayor con respecto al entorno de 10 metros y en las cuales además se encuentra la muralla.', 'Jabalcuz es un monte situado al sur de la ciudad de Jaén (España), a escasos kilómetros de ésta.', 'El pico Mágina es una montaña situada en el parque natural de Sierra Mágina en la provincia de Jaén. Su altitud es de 2167 m s. n. m.\u200b Es el pico más alto de esta provincia y se encuentra en la divisoria de los términos municipales de Albanchez de Mágina y de Huelma, en una larga cuerda que supera los dos mil metros a lo largo de 5 km, desde la Peña de Jaén (2147 m s. n. m.), Miramundos (2077 m s. n. m.) hasta Peña Grajera (2014 m s. n. m.).', 'Se sitúa entre los términos municipales de Los Villares, Jamilena, Torredelcampo y Jaén, y su altitud es de 1614 m s. n. m. Jabalcuz suele ser considerada erróneamente de manera popular como un volcán,\u200b siendo en realidad una elevación caliza de origen sedimentario donde existen manantiales termales de origen kárstico, cuyas aguas se calientan debido al gradiente geotérmico.\u200b La existencia de estos manantiales termales determinó la construcción del antiguo balneario y jardines de Jabalcuz.', 'La Torre de la Moraleja se encuentra en el municipio de Alcalá la Real, provincia de Jaén (España). Descripción Es una torre de vigilancia o atalaya de planta circular, en su alzado se pueden diferenciar varias partes: La base de la torre que está reforzada por una estructura troncocónica con 2,52 metros de altura y un perímetro en la zona inferior de 25,6 metros. El cuerpo con el vano de entrada en alto por el que se accede al único espacio interior.']",El monte de Jabalcuz tiene una altitud de 1614 metros sobre el nivel del mar.,"Se sitúa entre los términos municipales de Los Villares, Jamilena, Torredelcampo y Jaén, y su altitud es de 1614 m s. n. m. Jabalcuz suele ser considerada erróneamente de manera popular como un volcán,​ siendo en realidad una elevación caliza de origen sedimentario donde existen manantiales termales de origen kárstico, cuyas aguas se calientan debido al gradiente geotérmico.​ La existencia de estos manantiales termales determinó la construcción del antiguo balneario y jardines de Jabalcuz."
21,¿Cómo está organizado el Pleno de Jaén?,"['La partitura original está depositada en el Palacio Municipal de Jaén. Cerca del palacio municipal de Jaén. Fuentes Ayuntamiento de Jaén: Historia del Himno a Jaén Ayuntamiento de Jaén: Partitura y letra del Himno a Jaén', 'Este artículo se refiere al diario editado en Jaén. Para otros casos, véase Jaén (desambiguación). Diario Jaén es un periódico de información general de pago editado en Jaén, redactado íntegramente en lengua castellana y de distribución diaria y matinal. Publicó su primer ejemplar en 1941. Se edita con páginas alternas en color y blanco y negro.', 'Notas', 'Notas', 'Notas']","Después de las elecciones municipales de 2023, el Pleno de Jaén está compuesto por 27 concejales de los que 11 son de PSOE, otros 11 de PP, 3 de Jaén Merece Más y 2 de Vox.","Órganos de gobierno Pleno El Pleno de Jaén está compuesto por 27 concejales elegidos democráticamente cada cuatro años. Después de las elecciones municipales de 2023, forman parte de ella 11 concejales del Partido Socialista Obrero Español, 11 del Partido Popular, 3 de Jaén Merece Más y 2 de Vox. Junta de Gobierno La Junta de Gobierno de Jaén se encarga de administrar los impuestos municipales, para costear los servicios públicos y la construcción de infraestructuras. Está presidida por el alcalde."
22,¿Qué localidades constituyen el inicio y fin de la A-44?,"['El nuevo tramo, que queda más al oeste del original, constituyó el nuevo trazado de la A-44 y ayudó a descongestionar el tramo urbano de la autovía en el Área Metropolitana de Granada.\u200b\u200b Punto de finalización de la A-44 (La Y invertida) El tramo de la A-44 Vélez de Benaudalla-La Gorgoracha termina en La Gorgoracha, punto desde el que parten dos tramos de la autovía del Mediterráneo: Hacia el oeste el tramo La Gorgoracha-Lobres, unido desde 2014 al resto de los tramos hasta Málaga y con un acceso (salida 325) a Motril y Almería, mediante la GR-14 y N-340.', 'Desde Torredonjimeno hasta el actual enlace 59 de la A-44 no existía (ya que estaba sobrepuesta a la antigua N-321 hasta la ciudad de Jaén y a la antigua N-323 a partir de ésta hacia el sur). Desde el enlace 59 de la A-44 seguía hasta la actual A-92 vía Cambil, Huelma, Guadahortuna, Torre-Cardela, Morelábor y Darro siguiendo el trazado de las actuales A-324, A-401 (parte de ella) y A-308 (parte de ella) respectivamente.', 'Al pasar el embalse, enlaza con la A-44 y la A-348 , esta última se dirige hacia Tablate y Lanjarón. En un tramo de sinuosas curvas al este de la autovía y el embalse, alcanza Ízbor, punto donde concluía el trazado de la A-44 entre 2002 y 2009. Desde Ízbor comienza un largo tramo en el que la carretera presenta una disposición 2+1 hasta Vélez de Benaudalla, bordeando por el oeste el Embalse de Rules. Hasta 2009 fue la única alternativa solvente para alcanzar la costa granadina desde Ízbor.', 'La A-324 es una carretera autonómica andaluza que transcurre desde la pedanía de La Cerradura, en el término municipal de Pegalajar, enlazando así con la A-44, hasta la A-401 en el término municipal de Huelma. Principales puntos y enlaces Inicio N-323 hacia La Cerradura y La Guardia al norte, y al sur, N-323 a: -Acceso a A-44 a Jaén y Granada, y área de servicio de la salida 59 de la misma autovía. - JA-3206 a Cárchel. - Las localidades de Arbuniel y Carchelejo ( N-323 ).', 'La A-306 es una carretera autonómica andaluza que une El Carpio (Córdoba) (concretamente nace en la N-IVa) con Torredonjimeno (Jaén) (concretamente termina en la autonómica A-316, futura Autovía del Olivar (Estepa-Úbeda). Discurre siempre dentro de las provincias cordobesa y jienense. Hasta el año 2007 el identificador de la carretera era en color naranja debido a la futura autovía que se construiría , pero debido a la anulación de esta obra se pasó al color verde actual.']","La autovía de Sierra Nevada-Costra Tropical o A-44 tiene como inicio la localidad de Bailén en Jaén, y la localidad de La Gorgoracha en Granada como fin.","La autovía de Sierra Nevada-Costa Tropical o A-44​​ es una autovía de España dependiente de la Red de Carreteras del Estado que comunica Bailén (Jaén) con La Gorgoracha (Granada). Si bien tradicionalmente se le ha denominado \""autovía Bailén-Motril\"", dicha denominación es errónea, pues a diferencia de su predecesora la N-323, solo discurre entre Bailén y La Gorgoracha. También es incorrecta la denominación \""autovía Granada-Motril\""."
